2024010160927,root,1000,70.2,2
yFeRI,gRNr2
69.7,70.7
1,薛成军,568480,2019071168012,94.2,94.3,94
2,邵彩月,756339,2023081053926,94.2,93.5,94.9
3,邵仁力,187690,2020040909060,93.3,92.1,94.5
4,窦发才,278488,2021110518846,93,94.9,91.1
5,鲍怡,236741,2023051174110,93,93.5,92.4
6,汪姬菲,761928,2022091022848,92.2,91.8,92.5
7,孙良清,041207,2020060690751,91.8,89.1,94.6
8,康平士,955643,2021060904320,91.8,94.1,89.5
9,萧月琦,438487,2018090458701,91.5,88.9,94
10,穆玲媛,903321,2022050482163,91.5,94.1,88.9
11,吴中信,378169,2022080346969,91.5,95,88.1
12,唐荷婉,530458,2022070595844,91.4,91.8,91
13,魏天天,269972,2020100677265,91.1,90.3,91.9
14,葛凤璧,105183,2021080738324,91.1,91.5,90.7
15,张龙胜,424348,2022050484864,89.9,86.9,92.9
16,彭平志,570934,2021030333414,89.8,89.7,89.8
17,薛明,497181,2022050548118,89.8,91.2,88.5
18,卜胜龙,177717,2024070701714,89.4,86.2,92.6
19,范山武,250361,2019010716164,89.3,89.9,88.8
20,郝秋,323459,2021010745907,89.3,89.3,89.4
21,贺希萍,751454,2021030175466,89.2,94.5,83.9
22,汪楠榕,647215,2019120771561,89.1,84.9,93.2
23,曹成,665838,2023010763870,88.9,93.1,84.8
24,沈建,617560,2023011186058,88.9,91.5,86.3
25,尹枝,077698,2023050169844,88.9,94.8,83.1
26,张纨冰,686544,2019121064475,88.8,90.3,87.4
27,乐炎天,948659,2021060775954,88.8,86.2,91.5
28,茅海士,191346,2021021024634,88.7,88.5,88.9
29,吴凡,827764,2023040636440,88.7,86.3,91
30,伏洁环,321311,2024010081145,88.7,86,91.4
31,卞秀菁,456898,2024090829832,88.6,88.7,88.4
32,潘盛策,131025,2021020102531,88.5,88.2,88.8
33,昌英梦,302181,2019060218167,88.3,84.3,92.4
34,王姬枝,720619,2019031201928,88.2,93.8,82.5
35,云菁丹,734639,2023090643966,88.2,83.5,93
36,彭露馨,043767,2022120786763,88,88.8,87.2
37,庞力,404151,2020010675151,87.8,85.5,90.2
38,平育,781955,2024070105535,87.7,88.8,86.6
39,纪荔,980198,2018110739813,87.6,91.9,83.3
40,袁平,938633,2023040863341,87.5,90.8,84.3
41,卜芸,180933,2022101093313,87.4,84.8,90.1
42,秦馨巧,298132,2024090323229,87.3,89.4,85.3
43,穆莉凡,500190,2023040279023,87.2,83.3,91.2
44,沈荣莉,948554,2019010585406,87.1,90.2,84
45,史龙,980557,2018090515770,87,85.1,88.9
46,殷娥美,745461,2022110506129,87,92.6,81.5
47,孔鼎航,295872,2024060877266,87,93.8,80.2
48,薛珠岚,858164,2018030726413,86.9,83.4,90.4
49,罗寒毓,150597,2022030039731,86.8,79.6,94.1
50,罗颖,507231,2022100813143,86.8,81.9,91.8
51,陈顺,583284,2021080088471,86.7,83.4,89.9
52,狄鼎俊,033427,2024040922763,86.7,79.1,94.3
53,孙俊,733798,2019081019819,86.3,91.7,80.9
54,范成建,267794,2021021039474,86.3,79.7,92.9
55,张洁,001044,2021070184447,86.3,86.8,85.8
56,袁雪雪,745741,2022060274135,86.3,94.4,78.2
57,殷世才,857524,2024090332469,86.3,81.8,90.8
58,任琴,041908,2022080480835,86.1,86.7,85.4
59,毕福,252631,2021041073109,86,77.5,94.6
60,魏馨娥,584632,2022010663237,85.9,79.5,92.3
61,邹悦,284445,2018100994503,85.8,80,91.5
62,董彬,904635,2020121183548,85.8,92.4,79.2
63,雷荣,903526,2022120512624,85.8,92.1,79.6
64,项国以,554674,2022090847423,85.7,78.2,93.1
65,姜娟,808453,2023030405347,85.7,76.9,94.4
66,姚枝,271376,2024050707649,85.7,76.9,94.5
67,穆竹锦,526260,2020040856056,85.6,81.6,89.6
68,汪波雄,586548,2021050574840,85.6,76.3,94.9
69,黄荷育,754069,2019080636954,85.5,90.7,80.2
70,贝环苑,678691,2019100519160,85.5,87.7,83.2
71,平茂平,176286,2019050708653,85.3,80.5,90.1
72,毕秀寒,836977,2023080967754,85.3,78.4,92.3
73,吴英,794461,2023030696148,85.2,89.9,80.5
74,孔羽,922551,2023060755115,85.2,87.3,83
75,臧元,614499,2021020169952,85.1,90.2,80
76,宋筠黛,381215,2024030721534,85.1,94.2,75.9
77,堪春,186904,2018090410447,85,77.1,93
78,蒋兴仁,045306,2020070130630,85,88,82.1
79,葛香莉,215175,2023110137514,85,94.7,75.3
80,邹明,540648,2021111224813,84.9,79.4,90.4
81,于广铭,882633,2022070703353,84.9,80.5,89.3
82,蒋苑晶,044138,2018010953818,84.8,87,82.6
83,顾鼎,197379,2022121227929,84.8,83.7,85.8
84,纪环颖,926068,2019120836814,84.7,88.1,81.3
85,柏纨彩,863697,2022040559718,84.7,82.9,86.5
86,堪晓,411420,2023040242014,84.7,84.2,85.2
87,苏仁泰,572569,2018080726964,84.6,80.2,88.9
88,臧全,250234,2024110623415,84.6,88.5,80.7
89,史韵晓,920934,2020011163464,84.5,77.3,91.7
