2020030291525,root,1000,70,2
7zDYg,NA86v
69.9,70
1,郑霞,103063,2019110286370,93.9,93.8,94.1
2,范竹,546028,2018071002846,93.2,93.8,92.5
3,苗娜,374452,2023060435232,93,91.2,94.8
4,齐新清,006037,2024030883732,92.6,92.4,92.7
5,廉霭,745695,2022030239563,92.5,90.1,95
6,秦刚辉,971085,2021080318553,92.4,93.1,91.7
7,鲍平,527769,2024091176964,92,90.8,93.3
8,罗世发,914230,2020091183072,91.7,88.5,94.8
9,卫琛,412453,2022071145320,91.3,90.8,91.9
10,项昭,291589,2023120368924,91.2,91.3,91
11,俞峰,699612,2019050381273,90.9,88.2,93.6
12,薛凤,706654,2024060255428,90.7,86.7,94.7
13,葛东,911145,2021040074555,90.6,94.2,86.9
14,郝秋,323459,2021010745907,90.4,93,87.8
15,潘全泰,876296,2022020989663,90.2,90,90.4
16,谈育,818364,2023020096431,90,87.7,92.3
17,祝冰仪,353400,2018120820002,89.7,86.4,93
18,奚月,491077,2023060557720,89.5,84.7,94.2
19,殷雄航,533732,2021080783248,89.4,87.1,91.7
20,堪国炎,928837,2023100513736,89.4,93.6,85.2
21,郝健泰,325563,2024120886324,89.4,89,89.8
22,秦平龙,742542,2019030994254,89.3,90.4,88.3
23,魏蕊君,344903,2021010750317,89.2,84.9,93.4
24,奚强,580072,2021040067229,89.2,84.1,94.2
25,张钧鼎,906576,2023090907620,89.2,90.4,88
26,魏娅丽,886793,2018090109350,89.1,92.9,85.2
27,时芸舒,241769,2021081126936,89.1,92.9,85.2
28,吕萍,905432,2024121013249,89,91.2,86.7
29,谈素莎,951693,2020010769372,88.9,88.4,89.4
30,余娥可,519300,2021081020016,88.3,87.4,89.2
31,水影,066748,2022080704834,88.3,82.1,94.5
32,平锦,222356,2018070035636,87.9,86.8,89
33,祁琳,426921,2019050862116,87.9,88.5,87.3
34,计萍巧,346366,2019010566672,87.8,94.3,81.2
35,蒋惠芝,645330,2020090703062,87.8,81,94.6
36,贺永钧,007256,2022110885669,87.8,94.6,81
37,明淑,758748,2018040394856,87.5,93.2,81.7
38,钱佳,438902,2018090310264,87.5,82.7,92.3
39,祝生,772301,2022020090106,87.5,82.5,92.6
40,贝行伟,035286,2019040328620,87.4,82.1,92.8
41,郑毓萍,919217,2020120821705,87.4,81.2,93.6
42,何瑞,420094,2023021129458,87.4,84.4,90.4
43,黄雪英,562034,2024070103473,87.4,91.5,83.3
44,贺腾楠,718555,2021030285533,87.3,80.6,94
45,孙倩嘉,154499,2023030139906,87.3,89.5,85.1
46,任美霭,794154,2019120245409,87.2,80.4,94.1
47,凤明,592355,2022060035565,87.2,91.9,82.4
48,周琳昭,125456,2022111105660,87.2,80.9,93.4
49,傅康东,287508,2022091090813,87,81,93.1
50,陈菲,209662,2021020726259,86.9,92.8,81.1
51,吴泰,397686,2022040498634,86.9,93.7,80.1
52,元美,984165,2023020416542,86.7,90.6,82.8
53,穆融卿,471772,2023070657229,86.6,85.5,87.7
54,伏俊,262720,2024091192051,86.6,93.3,79.9
55,柏枝琳,258447,2018020354755,86.5,79.2,93.8
56,许亚,348437,2019120263742,86.5,91.2,81.8
57,苗露枫,677506,2019030030627,86.3,92.6,80
58,米璧燕,943525,2020020052529,86.2,80.7,91.7
59,余雁,708325,2021090482523,86.1,91.9,80.2
60,曹利信,513390,2021111069044,86.1,91.8,80.4
61,李贵,602038,2020050643832,86,90.3,81.7
62,周顺辰,163883,2020120168348,85.9,79.6,92.3
63,平育,781955,2024070105535,85.9,88.9,82.9
64,昌彬元,120368,2020100976861,85.8,86.1,85.4
65,姜娟,808453,2023030405347,85.7,90.9,80.4
66,韦寒巧,997211,2024050471167,85.7,78.6,92.7
67,陶铭俊,406048,2018010404813,85.6,85.4,85.7
68,梁辉,402839,2021060423955,85.6,92.8,78.4
69,水婷茜,482302,2022070650201,85.5,79.7,91.2
70,范瑞玉,866357,2023110545720,85.5,80.8,90.3
