2019020122055,root,1000,70.4,2
ORuD1,D5xJT
70.4,70.4
1,彭平志,570934,2021030333414,94.1,93.3,94.9
2,平雁婕,671937,2019110783750,94.0,93.1,94.9
3,卜俊,769341,2020011164153,93.4,94.6,92.2
4,沈瑶,887601,2019080650161,92.8,91.2,94.5
5,何风,185805,2022100530572,92.8,91.9,93.6
6,孟胜胜,603752,2018011045226,92.6,91.3,93.9
7,滕欢,271351,2024101085105,92.6,94.5,90.7
8,康琼聪,137928,2022100142804,92.3,93.6,91.1
9,吕行元,223636,2021040693639,92.1,92.1,92.1
10,秦平龙,742542,2019030994254,91.7,88.8,94.5
11,祁丽梦,164961,2024100966123,91.6,91.2,91.9
12,袁辰,176637,2020011113772,91.0,93.2,88.8
13,尹健,820481,2021110328134,91.0,91.7,90.3
14,罗菲菁,050947,2022071024736,90.9,93.0,88.8
15,朱凤,777014,2018030561409,90.8,91.2,90.4
16,钱辉,068190,2020100689067,90.7,89.5,91.9
17,薛可,680132,2022091053206,90.7,94.7,86.6
18,黄芸,412089,2018060288930,90.4,87.7,93.1
19,汤欣,828851,2020011005122,90.3,90.5,90.2
20,臧元,614499,2021020169952,90.3,95.0,85.7
21,明淑,758748,2018040394856,90.2,91.3,89.2
22,赵志,184606,2018080680657,90.2,87.1,93.4
23,水刚鼎,270514,2019121081472,90.1,93.7,86.4
24,元彬,399911,2018040491132,90.0,87.3,92.8
25,纪月,212275,2024070347514,90.0,87.5,92.6
26,毕晶,570937,2020120593730,89.8,90.5,89.2
27,郑羽玉,597465,2018011246556,89.6,88.4,90.8
28,孙新腾,946854,2018110685471,89.5,89.8,89.2
29,秦建,426309,2018030640969,89.2,84.3,94.1
30,严影,277393,2018050459326,89.1,88.4,89.7
31,梁家,240356,2023030465646,89.1,91.1,87.1
32,魏家,627814,2022090631452,89.0,90.5,87.5
33,邬影,613270,2018110087010,88.9,88.2,89.6
34,唐世,838510,2019050011054,88.9,85.2,92.6
35,罗康波,193240,2024101024009,88.9,83.6,94.3
36,卞胜清,886851,2023080575142,88.5,93.6,83.5
37,华洁,582441,2020070724126,88.3,88.5,88.2
38,贝亚,754291,2024060599126,88.3,94.3,82.4
39,韦寒巧,997211,2024050471167,88.2,86.4,90.0
40,魏天天,269972,2020100677265,88.1,88.9,87.2
41,臧毅,931353,2022010815317,88.1,83.5,92.7
42,秦安富,716451,2023110905151,87.9,90.4,85.4
43,计德,841012,2020060901202,87.7,94.0,81.3
44,齐锦静,229013,2021111111355,87.7,83.3,92.0
45,姚兴平,062321,2018061212159,87.4,83.8,91.1
46,奚贞婕,517868,2021070866816,87.4,89.6,85.2
47,奚平榕,522482,2023111088249,87.4,88.3,86.6
48,薛芳,000484,2024020408426,87.4,85.1,89.8
49,章辰成,598275,2018101237553,87.3,83.9,90.7
50,冯婵,206293,2019090149306,87.3,88.6,86.1
51,钱月莉,413766,2021080446666,87.3,84.0,90.7
52,苗纨秀,660745,2019010514518,87.2,92.7,81.8
53,马建,107617,2019100801709,87.2,94.2,80.2
54,邹艳,679491,2024060689115,87.0,94.4,79.5
55,葛东,911145,2021040074555,86.9,81.6,92.2
56,潘建,551133,2019070193320,86.8,79.1,94.6
57,奚富全,937832,2019070383228,86.7,78.8,94.6
58,祁青,054165,2018101226575,86.6,87.1,86.1
59,史娣真,140465,2021060576517,86.6,88.7,84.4
60,李贵,602038,2020050643832,86.5,78.3,94.8
61,和永,294795,2021040699532,86.5,80.8,92.3
62,苗娜,374452,2023060435232,86.5,92.4,80.5
63,葛真,343545,2018110414512,86.3,90.6,82.0
64,郎希凝,072293,2023020209327,86.2,91.9,80.6
65,戴辰,407792,2022120489217,86.1,90.7,81.4
66,杨丹巧,252337,2018060143713,86.0,87.5,84.5
67,卜芸,180933,2022101093313,86.0,81.1,91.0
68,周钧,352051,2024080245169,86.0,94.4,77.5
69,陈琛,434845,2022110654570,85.9,85.8,86.0
70,章贵杰,390310,2023020321009,85.9,81.6,90.3
71,秦伟祥,064054,2020050745410,85.8,78.7,92.8
72,康婷希,695094,2018090979412,85.7,89.4,82.0
73,卫淑,561231,2022070683126,85.6,95.0,76.2
74,柳顺,449021,2023010392135,85.6,77.1,94.1
75,梁志俊,222100,2023110770014,85.6,88.9,82.3
76,康炎,596899,2020070159909,85.5,92.9,78.1
77,吴英,794461,2023030696148,85.5,78.4,92.5
78,熊永杰,954897,2023090069754,85.4,80.3,90.6
79,昌贵,189876,2024090037617,85.3,91.9,78.7
80,钱富,232880,2019070368056,85.2,89.4,81.0
81,项春,450066,2022030926605,85.2,85.9,84.5
82,宋娟,334347,2023060814701,85.1,79.9,90.2
83,廉玉珍,197558,2021071005815,85.0,78.5,91.6
84,汪姬菲,761928,2022091022848,84.9,93.3,76.6
85,柏枝琳,258447,2018020354755,84.8,85.7,83.8
86,戚娜眉,731121,2019090822152,84.8,77.7,91.9
87,狄德,298991,2024030599163,84.8,77.7,91.9
88,金明,753999,2020110669946,84.7,74.9,94.4
89,沈成,788606,2021120360664,84.7,91.1,78.3
90,倪纨,435398,2024100799850,84.6,77.9,91.3
91,喻辰航,995995,2021020369525,84.5,94.5,74.5
92,杨成,114354,2021100965456,84.5,87.2,81.8
93,马瑗,030708,2018100150819,84.4,76.8,92.0
94,茅欢桂,057784,2022100478461,84.4,74.6,94.2
95,沈建,617560,2023011186058,84.4,77.0,91.8
96,秦军广,421465,2020060206569,84.3,75.8,92.8
97,安英苑,170350,2022090835065,84.3,93.1,75.6
98,赵杰飞,746318,2020010221804,84.2,90.2,78.2
99,葛蓉璐,110457,2024050895766,84.1,74.3,93.9
100,臧霭薇,316745,2018011254557,84.0,85.5,82.6
101,鲍强,493308,2019051100818,84.0,88.2,79.8
102,史娅,145428,2021050502808,84.0,81.8,86.2
103,吴富,277442,2020010704260,83.9,81.7,86.1
104,韩宜,961048,2024111114803,83.8,94.1,73.4
105,华伟文,455603,2018020830344,83.7,87.7,79.7
106,王华,322656,2018090805649,83.7,74.8,92.5
107,邬娜,619319,2024090091914,83.7,92.7,74.6
108,杨才,991203,2018050510343,83.6,90.7,76.5
109,吕成力,566471,2024101027166,83.5,87.7,79.3
110,魏铭利,662858,2020010395802,83.4,93.3,73.5
111,纪仁时,066584,2020031118465,83.4,89.4,77.4
112,陈士,984666,2020060116639,83.4,86.1,80.8
113,廉琬,194914,2020060751407,83.4,78.7,88.1
114,葛凤璧,105183,2021080738324,83.4,86.5,80.3
115,华舒,228456,2019080275646,83.3,91.1,75.6
116,金婉黛,878730,2022071133038,83.3,75.5,91.2
117,华海山,965277,2023100117754,83.3,91.2,75.4
118,魏菁爽,029350,2019080775039,83.2,86.0,80.5
119,齐新清,006037,2024030883732,83.2,78.0,88.4
120,柳佳宁,501276,2019040077673,83.1,72.1,94.1
121,罗红,107760,2019110566027,83.0,72.3,93.8
122,陶铭俊,406048,2018010404813,82.8,80.7,84.8
123,傅莺娅,211344,2018120924454,82.8,74.6,91.0
124,余娥可,519300,2021081020016,82.8,87.6,77.9
125,卫亚,451753,2020020435325,82.7,82.7,82.7
126,贺永钧,007256,2022110885669,82.7,91.2,74.2
127,凤荣璧,322302,2022080150232,82.5,76.6,88.5
128,纪爱,036057,2022080775742,82.5,72.5,92.5
129,祝鼎良,030957,2024050135762,82.5,94.0,71.0
130,葛璐春,016662,2019101026247,82.4,76.6,88.2
131,宋毅,705419,2020100081904,82.4,90.6,74.2
132,吴雁,036795,2022120899516,82.3,82.6,82.0
133,孙韵馥,771646,2020090514635,82.2,86.9,77.6
134,陶宁,511051,2021110085128,82.2,93.8,70.6
135,花飞利,875303,2023020250301,82.2,91.0,73.5
136,康寒,499069,2018100176947,82.0,81.1,83.0
137,米铭,139739,2020050063914,82.0,70.4,93.6
138,舒义军,355362,2023071226217,82.0,77.5,86.5
139,吴澜,143973,2024110167374,81.8,87.2,76.3
140,郝峰,010196,2018110749626,81.7,84.3,79.0
141,范成建,267794,2021021039474,81.7,85.5,77.9
142,舒星,107797,2021010899748,81.6,94.4,68.7
143,谢姬,742463,2020111176341,81.5,87.0,76.1
144,殷芳羽,383887,2023100658763,81.5,77.4,85.5
145,史龙,980557,2018090515770,81.3,80.0,82.7
146,钱家建,039699,2020070329914,81.3,76.7,86.0
147,马军琛,719598,2023101209853,81.3,86.4,76.2
148,鲍瑶珠,771252,2024010725262,81.3,69.4,93.3
149,宋筠黛,381215,2024030721534,81.3,94.1,68.6
