20231121343,root,1000,69.8,2
lWCyH,XXXwC
69.8,69.9
1,狄瑾,731631,2020021193149,94.5,94.3,94.8
2,水刚鼎,270514,2019121081472,94.2,93.6,94.9
3,康建勇,982129,2024050652968,93.2,91.9,94.6
4,戚义,314087,2021060808756,93.1,93.3,92.9
5,陶铭俊,406048,2018010404813,92.7,91.4,93.9
6,元馨素,026933,2023100053350,92.5,91.7,93.3
7,李贵,602038,2020050643832,92.1,93.7,90.5
8,凤茗,449109,2018100430901,92,91.4,92.5
9,谢思,476875,2021050757507,92,91.7,92.2
10,卜芸,180933,2022101093313,91.8,92.7,90.9
11,李玲,366442,2021031134267,91.7,92.8,90.6
12,李行风,961216,2019060801616,91.5,88.9,94
13,周宜,675187,2020110858745,91.2,92,90.4
14,薛志天,211578,2021100117814,91.2,89.3,93.2
15,奚莺,551580,2020050418068,90.8,91.5,90
16,秦学铭,803212,2024010761275,90.8,87.9,93.7
17,葛蓉璐,110457,2024050895766,90.3,88.9,91.8
18,明淑,758748,2018040394856,90.2,88.7,91.8
19,汤琬素,449406,2024050160669,90.2,88,92.5
20,陈咏香,356560,2019120946022,90,87.4,92.5
21,华洁,582441,2020070724126,89.8,86.6,93.1
22,姚策文,741961,2024020046123,89.8,91.9,87.8
23,祁青,054165,2018101226575,89.5,90.5,88.4
24,尹辰,142592,2020030449209,89.5,91.7,87.3
25,罗滢玲,350668,2019041006840,89.2,86.9,91.6
26,戚国,292870,2021010337028,89.2,92.2,86.2
27,黄荷育,754069,2019080636954,89,85.8,92.2
28,罗菲菁,050947,2022071024736,89,87.6,90.4
29,费娟芳,952861,2020060606123,88.8,90.9,86.8
30,茅欢桂,057784,2022100478461,88.8,87.8,89.8
31,水龙东,348049,2019040764954,88.7,83.8,93.5
32,章纨梅,920934,2022020433445,88.6,89.7,87.5
33,谢成,029126,2019020022632,88.5,85.2,91.7
34,尹彬琛,195111,2021120791140,88.5,88.5,88.6
35,华翠,135246,2018071114668,88.3,89.6,87.1
36,韩士,583960,2019091246032,88.3,90,86.6
37,任德士,636061,2020030546141,88.3,83.9,92.7
38,康舒枝,319953,2021101155359,88.3,88.6,88
39,余清,136477,2020070247762,88.2,93.2,83.3
40,孔蕊,179484,2022040908454,88.1,85.7,90.5
41,汪鼎,541493,2018121189329,88,83.8,92.2
42,萧荔,549738,2021070773819,88,93.8,82.3
43,邬蕊,136680,2018050418015,87.8,85,90.7
44,梁辉,402839,2021060423955,87.8,88.4,87.1
45,魏真莉,428423,2023080742336,87.8,83,92.7
46,秦馨雅,010603,2021030220338,87.5,94.2,80.8
47,吴泰,397686,2022040498634,87.5,80.3,94.8
48,计菲,516845,2018021094575,87.4,89,85.8
49,杨力,305582,2018030108248,87.2,86.2,88.1
50,郑艳荷,710650,2022110845054,87.2,82.9,91.6
51,康璐,325990,2024031129036,87.1,94.3,79.9
52,苏仁泰,572569,2018080726964,86.9,94.6,79.3
53,蒋惠芝,645330,2020090703062,86.7,93.3,80
54,纪枝,841992,2022010179260,86.7,80.9,92.5
55,谢子,813187,2023070498707,86.7,82.1,91.2
56,邬影,613270,2018110087010,86.5,92.3,80.7
